train_fraction,split_method,group_column,heldout_group_value,split,reaction_id,group_value
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1804,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1819,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1834,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1849,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1864,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1879,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1894,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1909,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1924,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1939,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1954,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1969,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1984,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_1999,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2014,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2029,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2044,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2059,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2074,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2089,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2104,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2119,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2134,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2149,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2164,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2179,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2194,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2209,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2224,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2239,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2254,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2269,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2284,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2299,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2314,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2329,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2344,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2359,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2374,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2389,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2404,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2419,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2434,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2449,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2464,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2479,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2494,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2509,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2524,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2539,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2554,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2569,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2584,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2599,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2614,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2629,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2644,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2659,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2674,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2689,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2704,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2719,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2734,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2749,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2764,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2779,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2794,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2809,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2824,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2839,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2854,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2869,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2884,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2899,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2914,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2929,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2944,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2959,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2974,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_2989,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3004,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3019,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3034,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3049,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3064,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3079,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3094,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3109,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3124,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3139,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3154,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3169,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3184,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3199,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3214,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3229,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3244,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3259,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3274,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3289,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3304,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3319,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3334,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3349,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3364,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3379,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3394,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3409,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3424,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3439,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3454,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3469,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3484,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3499,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3514,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3529,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3544,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3559,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3574,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3589,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3604,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3619,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3634,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3649,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3664,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3679,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3694,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3709,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3724,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3739,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3754,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3769,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3784,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3799,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3814,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3829,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3844,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3859,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3874,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3889,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3904,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3919,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3934,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,CCc1ccc(I)cc1.Cc1ccc(N)cc1,test,reactions_3949,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2443,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2678,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3230,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_1835,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3275,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3567,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2419,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3079,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3302,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2792,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_695,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_459,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3175,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_1600,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2314,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_362,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2998,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_4,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2473,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_1194,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_3918,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,COc1ccc(Br)cc1.Cc1ccc(N)cc1,train,reactions_2116,COc1ccc(I)cc1.Cc1ccc(N)cc1
