evaluation_unit,seed,train_fraction,n_labeled_train,n_hidden_outer_train,n_validation,result_family,candidate_scope_mode,transfer_kind,generated_candidate_count,accepted_candidate_count,unique_accepted_identity_count,selected_candidate_count,rejected_observed_in_labeled_train,rejected_already_measured,rejected_quarantined_held_out_identity,rejected_source_identical,rejected_duplicate_synthetic,rejected_other,schema_version,candidate_scope_provenance,consults_complete_dataset,observed_identity_count,observed_identity_hash,global_identity_count,global_identity_hash,quarantine_identity_count,quarantine_identity_hash,quarantine_role,quarantine_overlap_with_observed_count
canonical-random:seed=13:fraction=0.01,13,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,26,26,26,2,0,4,0,0,0,bh-candidate-scope-v1,explicit,False,32,4eefb0300260cf6f8311a7078fe1f1be48e931cb7059be0264fa156838e2e4c1,0,not_consulted,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.01,13,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,23,19,19,19,2,0,2,0,0,0,bh-candidate-scope-v1,explicit,False,32,4eefb0300260cf6f8311a7078fe1f1be48e931cb7059be0264fa156838e2e4c1,0,not_consulted,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.01,13,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,4eefb0300260cf6f8311a7078fe1f1be48e931cb7059be0264fa156838e2e4c1,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.01,13,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,23,0,0,0,0,23,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,4eefb0300260cf6f8311a7078fe1f1be48e931cb7059be0264fa156838e2e4c1,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.1,13,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,204,204,204,31,0,55,0,27,0,bh-candidate-scope-v1,explicit,False,317,4736fb5216f3223f8336115caff50e42915fb48325303ddf736737b1bede0564,0,not_consulted,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.1,13,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,194,194,194,32,0,57,0,34,0,bh-candidate-scope-v1,explicit,False,317,4736fb5216f3223f8336115caff50e42915fb48325303ddf736737b1bede0564,0,not_consulted,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.1,13,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,4736fb5216f3223f8336115caff50e42915fb48325303ddf736737b1bede0564,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=13:fraction=0.1,13,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,1,1,1,0,316,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,4736fb5216f3223f8336115caff50e42915fb48325303ddf736737b1bede0564,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,10392c408f647d0d8f67459118db6f06693f8d326f6ee78b11c6428f23b66994,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.01,14,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,25,25,25,1,0,6,0,0,0,bh-candidate-scope-v1,explicit,False,32,93e262c717fe681576f242fcacecf4247bc6d6ddaf14efbcc6010e72fd84410c,0,not_consulted,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.01,14,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,16,13,13,13,1,0,2,0,0,0,bh-candidate-scope-v1,explicit,False,32,93e262c717fe681576f242fcacecf4247bc6d6ddaf14efbcc6010e72fd84410c,0,not_consulted,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.01,14,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,93e262c717fe681576f242fcacecf4247bc6d6ddaf14efbcc6010e72fd84410c,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.01,14,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,16,0,0,0,0,16,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,93e262c717fe681576f242fcacecf4247bc6d6ddaf14efbcc6010e72fd84410c,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.1,14,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,209,209,209,19,0,65,0,24,0,bh-candidate-scope-v1,explicit,False,317,847f88a835cf2a1924a25c9526d029a4add59dd0244c520a081437d380c4937f,0,not_consulted,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.1,14,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,210,210,210,21,0,62,0,24,0,bh-candidate-scope-v1,explicit,False,317,847f88a835cf2a1924a25c9526d029a4add59dd0244c520a081437d380c4937f,0,not_consulted,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.1,14,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,1,1,1,0,316,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,847f88a835cf2a1924a25c9526d029a4add59dd0244c520a081437d380c4937f,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
canonical-random:seed=14:fraction=0.1,14,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,1,1,1,0,316,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,847f88a835cf2a1924a25c9526d029a4add59dd0244c520a081437d380c4937f,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,993c3748c08bbc2644b30f82a13f29671d30d583d05d10f39037a2085dfc375e,validation_or_outer_test_partition_identity,0
