reaction_id,product_smiles,reactant_1_smiles,reactant_2_smiles,catalyst_smiles,solvent,temperature,reaction_smiles,yield,product_key,reactant_key
reactions_293,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>CCc1ccc(Nc2ccc(C)cc2)cc1,29.29795514,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
reactions_294,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>CCc1ccc(Nc2ccc(C)cc2)cc1,73.73993868,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1
reactions_295,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,24.60602271,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Clc1ccccn1
reactions_296,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,39.09372544,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1
reactions_297,Cc1ccc(Nc2ccccn2)cc1,Ic1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Ic1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,65.38933316,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Ic1ccccn1
reactions_298,Cc1ccc(Nc2cccnc2)cc1,Clc1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Clc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,2.344713425,Cc1ccc(Nc2cccnc2)cc1,Cc1ccc(N)cc1.Clc1cccnc1
reactions_299,Cc1ccc(Nc2cccnc2)cc1,Brc1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Brc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,48.30710262,Cc1ccc(Nc2cccnc2)cc1,Brc1cccnc1.Cc1ccc(N)cc1
reactions_300,Cc1ccc(Nc2cccnc2)cc1,Ic1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Ic1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN(C)C(=NC(C)(C)C)N(C)C.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,72.94185386,Cc1ccc(Nc2cccnc2)cc1,Cc1ccc(N)cc1.Ic1cccnc1
reactions_301,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,10.00188169,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
reactions_302,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,37.52076416,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
reactions_303,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,52.58811564,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
reactions_304,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>COc1ccc(Nc2ccc(C)cc2)cc1,0.862838268,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
reactions_305,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>COc1ccc(Nc2ccc(C)cc2)cc1,34.28507945,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1.Cc1ccc(N)cc1
reactions_306,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>COc1ccc(Nc2ccc(C)cc2)cc1,53.14523882000001,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1
reactions_307,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>CCc1ccc(Nc2ccc(C)cc2)cc1,2.173414859,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
reactions_308,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>CCc1ccc(Nc2ccc(C)cc2)cc1,59.96800012,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
reactions_309,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>CCc1ccc(Nc2ccc(C)cc2)cc1,80.9780499,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1
reactions_310,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,68.0065648,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Clc1ccccn1
reactions_311,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,84.91024962,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1
reactions_312,Cc1ccc(Nc2ccccn2)cc1,Ic1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Ic1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2ccccn2)cc1,95.07020116,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Ic1ccccn1
reactions_313,Cc1ccc(Nc2cccnc2)cc1,Clc1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Clc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,15.22347574,Cc1ccc(Nc2cccnc2)cc1,Cc1ccc(N)cc1.Clc1cccnc1
reactions_314,Cc1ccc(Nc2cccnc2)cc1,Brc1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Brc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,86.41541039,Cc1ccc(Nc2cccnc2)cc1,Brc1cccnc1.Cc1ccc(N)cc1
reactions_315,Cc1ccc(Nc2cccnc2)cc1,Ic1cccnc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Ic1cccnc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CN1CCCN2CCCN=C12.c1ccc(-c2ccno2)cc1>>Cc1ccc(Nc2cccnc2)cc1,92.13068227,Cc1ccc(Nc2cccnc2)cc1,Cc1ccc(N)cc1.Ic1cccnc1
reactions_316,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,7.764964199999999,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
reactions_317,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,31.457763639999996,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
reactions_318,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,FC(F)(F)c1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,39.80414391,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
reactions_319,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>COc1ccc(Nc2ccc(C)cc2)cc1,0.230274449,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
reactions_320,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>COc1ccc(Nc2ccc(C)cc2)cc1,47.71300168,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1.Cc1ccc(N)cc1
reactions_321,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>COc1ccc(Nc2ccc(C)cc2)cc1,54.76985941,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1
reactions_322,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>CCc1ccc(Nc2ccc(C)cc2)cc1,0.737631078,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
reactions_323,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>CCc1ccc(Nc2ccc(C)cc2)cc1,74.13888356,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
reactions_324,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>CCc1ccc(Nc2ccc(C)cc2)cc1,71.26504827,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1
reactions_325,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccccn2)cc1,64.02888238,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Clc1ccccn1
reactions_326,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccccn2)cc1,74.63930208,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1
reactions_327,Cc1ccc(Nc2ccccn2)cc1,Ic1ccccn1,Cc1ccc(N)cc1,UNKNOWN,UNKNOWN,UNKNOWN,Ic1ccccn1.Cc1ccc(N)cc1.O=S(=O)(O[Pd]1c2ccccc2-c2ccccc2N~1)C(F)(F)F.COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cc(C)on1>>Cc1ccc(Nc2ccccn2)cc1,76.16070518,Cc1ccc(Nc2ccccn2)cc1,Cc1ccc(N)cc1.Ic1ccccn1
